entity,isInUMLS,weight
administration,1,449.0996
diet and cancer,1,448.7899
dietary patterns,1,447.9537
db,1,447.883
gallbladder cancer,1,447.828
the two groups,0,447.7282
fat diet,1,447.5035
population-based case-control,0,446.802
physicians,1,446.334
asthma,1,445.7027
tobacco use,1,445.2957
health problem,0,445.1206
degree,1,444.5567
high fat diet,1,443.72
determinants,0,443.0189
asia,1,442.7951
mediterranean diet,1,442.4008
morbidly obese patients,0,442.3242
virus,1,442.2739
total cholesterol,1,442.2271
ovary syndrome,0,441.7705
students,1,441.7115
western countries,0,440.4543
observational studies,0,440.4296
severity,1,440.3122
pi3k,1,440.2067
t2dm,0,440.0204
impact of body mass,0,439.9851
conversion,1,439.8074
review and meta-analysis,0,439.6425
extent,1,439.3541
adherence,1,438.6059
children and adolescents,0,438.4634
hepatic steatosis,1,438.4045
contribution,1,438.3859
obesity and insulin,0,438.3022
healthcare,1,438.1626
women with endometrial cancer,0,437.4743
mediators,1,437.3882
triglycerides,1,437.3882
role of obesity,0,437.2039
incidence of breast cancer,0,436.7054
primary prevention,1,436.1633
adjuvant chemotherapy,1,436.0845
category,1,435.9944
actions,1,435.9715
practices,1,435.8588
body mass index 30 kg m,0,435.7453
subgroup,1,435.4226
overview,1,435.3296
dietary fat,1,435.1245
coronary artery,1,435.0705
national health and nutrition examination,0,434.727
modulation,1,434.6468
vfa,0,434.5685
older women,0,434.3126
dissection,1,434.1689
survivors of childhood cancer,0,433.8736
fas,1,433.6975
greater risk,0,433.3163
cox proportional hazards regression,0,432.7822
endometrial cancer patients,0,432.645
national health and nutrition examination survey,1,432.4071
factor for breast,0,432.1412
absence,1,431.9537
subtype,1,431.6823
progesterone,1,431.4672
challenges,1,431.3098
socioeconomic status,1,430.4842
c-reactive protein,1,430.2753
red meat,1,430.225
carbohydrate,1,429.8146
multivariate logistic regression,0,429.7753
stat3,1,429.4849
sarcopenic obesity,0,429.4401
fruits,1,429.1543
experience,1,428.6179
biliary tract,1,428.3225
cox proportional hazard,0,427.986
arthritis,1,427.608
clinic,1,427.5179
pathologies,1,427.3512
gastroesophageal reflux,1,427.1981
milk,1,427.0494
dietary,1,426.6624
association of obesity,0,425.9766
heterogeneity,1,425.6941
energy homeostasis,1,425.6703
discovery,1,425.4147
resveratrol,1,425.3637
visceral fat area,0,425.2371
salt,1,425.1393
testing,1,424.9989
high prevalence,1,424.7331
therapeutic target,0,424.5868
cis,1,423.8653
major risk factor,0,423.8308
parity,1,423.827
microenvironment,0,423.772
amount,1,423.3263
crc risk,0,422.2416
health and disease,1,422.2416
bowel disease,1,422.0507
mammary gland,1,421.6726
pr,1,421.534
behavioral risk,0,421.0581
severe obesity,1,421.0581
disability,1,420.8952
consecutive patients,0,420.1228
renal cancer,1,419.5863
non-obese patients,0,419.5812
node dissection,0,419.5122
mass index 30 kg,0,419.0871
uptake,1,418.8378
hepatitis c,1,418.6413
androgen deprivation,1,418.5196
aggressive prostate cancer,0,418.2162
cancer death,0,418.2009
capacity,1,418.1406
oral contraceptives,1,418.0718
december,0,417.3337
white adipose tissue,1,417.3001
history of diabetes,0,417.0968
steroid,1,416.8112
conditional logistic regression,0,415.7311
prognostic factor,1,415.5897
visfatin,1,415.2723
control subjects,0,414.7914
relationship between body,0,414.2343
benefit,1,414.2046
p53,1,413.9619
form,1,413.8363
cancer in men,0,413.7739
hazards models,1,413.4524
signal,1,413.1641
deprivation,1,412.978
time of diagnosis,0,412.9532
side,1,412.8787
relationship between body mass index,0,412.8402
artery disease,1,412.3694
risk of obesity,0,412.3055
acute lymphoblastic leukemia,1,412.1146
fa,1,411.6762
glucose metabolism,1,411.4199
adjustment for age,0,411.3415
points,0,411.0273
measure,1,410.9793
potential confounders,0,410.4456
single nucleotide polymorphisms,1,410.3886
world health organization,1,409.7766
dhea,1,409.2627
mammalian target of rapamycin,1,409.176
health and nutrition examination survey,0,408.8668
cla,1,408.6459
regression analyses,1,408.2892
national health and nutrition,0,408.0994
higher body mass index,0,408.0618
lymphoma,1,408.0569
role in the development,0,407.8109
diabetic patients,0,407.4975
china,1,407.2099
future studies,0,406.88
premenopausal breast cancer,1,406.7485
stimulation,1,406.3936
increase in bmi,0,406.0626
human breast cancer,0,405.981
mass index 30 kg m,0,405.907
health conditions,1,405.5982
confounders,0,405.2087
early stage,1,405.0293
operative time,1,405.0269
amp-activated protein kinase,1,404.8946
mouse model,1,404.4257
ovary,1,404.2029
operation,1,403.4358
hepatitis b,1,403.3691
cause of cancer,0,403.3475
high body mass,0,403.3475
gh,1,402.8445
cell line,1,402.6722
prevalence of overweight,0,402.6285
tumor development,0,401.303
epithelial ovarian cancer,1,400.8
radiation therapy,1,400.6843
certain types of cancer,0,400.6705
survival in patients,0,400.6019
surgical outcomes,0,400.5453
pulmonary embolism,1,400.3734
crc screening,0,400.3014
health and nutrition examination,0,399.9393
induction,1,399.7975
breast cancer risk factors,0,399.6678
older age,0,399.4984
african-american,0,399.442
testosterone levels,0,398.9056
immune system,1,398.4434
pparγ,0,398.3785
effect of body mass index,0,397.7527
manner,0,397.4954
decade,1,397.4306
obesity epidemic,0,397.036
national cancer institute,1,396.6512
repair,1,396.5429
institute,1,396.5179
point,1,396.5008
techniques,1,396.4336
regions,0,396.3839
issue,1,396.3008
survival rates,1,396.0055
breast cancer diagnosis,1,395.9793
men with prostate cancer,0,395.8403
visceral fat,1,395.7501
pancreatitis,1,395.5895
age group,1,395.2674
mortality risk,0,395.2506
school,1,394.8488
prevalence of overweight and obesity,0,394.7739
type i,1,394.341
source,1,394.2155
summary,1,394.0368
head and neck,1,393.9968
weight and height,0,393.6378
biomarker,1,393.6026
others,1,393.5743
patients with bmi,0,393.3821
plasma levels,0,393.2752
nonobese patients,0,393.1959
incidence of breast,0,393.1733
europe,1,392.9664
obesity-related cancers,0,392.7877
non-communicable diseases,0,392.4427
course,1,392.2126
ob ob,0,392.2088
hrs,1,392.1413
genetic factors,0,392.0945
example,1,391.9371
doses,1,391.628
date,1,391.5769
cancer in postmenopausal women,0,391.5087
orlistat,1,391.4712
cell death,1,391.2091
dl,1,390.8313
membrane,1,390.3085
weight control,1,389.5927
measurement,1,389.1193
mastectomy,1,388.8696
cases and controls,0,388.8047
behavioral risk factor surveillance system,1,388.7005
cancer types,0,388.5647
relationship between body mass,0,388.4582
laparoscopic surgery,1,388.2839
independent risk factors,0,388.1357
flap,1,388.1155
cytokine,1,388.0323
subgroups,1,387.7762
comorbidity,1,387.7578
sources,1,387.4936
breast cancer development,0,387.3953
surgical site,1,385.9586
bleeding,1,385.7333
and,1,385.6157
supplementation,1,385.0925
chronic kidney,0,384.8736
mental health,1,384.8736
acid synthase,0,384.7573
breast cancer mortality,0,384.6452
performance,1,384.5637
protection,1,383.8437
tobacco smoking,1,383.7544
single nucleotide,0,383.6926
clinical practice,0,383.5339
vegf,1,382.9931
arm,1,382.9643
initiation,1,382.9125
population-based cohort,0,382.7168
fibrosis,1,382.6754
observations,1,382.3566
tolerance,1,382.1015
ovarian cancer risk,0,382.0856
hip,1,381.5792
oesophagus,1,381.2345
important risk,0,381.2244
adipogenesis,1,381.0209
respondents,1,380.7118
peptide,1,380.4742
reasons,1,380.4466
structure,1,380.4197
risk of diabetes,0,380.2603
breast cancer in postmenopausal women,0,379.9429
race ethnicity,0,379.8706
dietary fiber,1,379.8394
pi3k akt,0,379.73
gastroesophageal reflux disease,1,379.5802
members,1,379.03
oesophageal adenocarcinoma,1,378.7587
gland,1,378.6427
drinking,1,378.4765
high body,0,378.3972
non-hispanic,1,378.3058
nervous system,1,377.7591
technique,1,377.0179
higher incidence,0,376.6282
mutation,1,376.361
breast carcinoma,1,376.0934
infarction,1,375.9497
fat accumulation,0,375.8052
hip ratio,0,375.8001
macrophage,1,375.7501
confidence interval 0,0,375.6989
tnbc,0,375.6314
tnf-α,0,375.3258
proportional hazard,0,374.8173
reactive oxygen,0,374.6199
excess weight,0,374.5645
staging,1,374.5127
cancer outcomes,0,374.3445
cost,1,373.8646
weight loss intervention,0,373.6288
modifications,0,372.8878
hand,1,372.024
rise,1,372.024
microbiome,1,371.9875
oestrogen,1,371.9875
insights,1,371.8477
dairy,1,371.3303
muscle mass,1,370.7847
potential role,0,370.5749
hyperglycemia,1,370.3315
behavioral risk factor surveillance,0,370.2637
bile,1,370.2307
hip circumference,1,370.2187
receptor status,1,369.5105
insulin receptor,1,369.336
influence of obesity,0,369.282
qol,1,368.8011
health promotion,1,368.5955
obese group,0,368.2698
risk factors for endometrial cancer,0,367.9897
retrospective cohort study,1,367.8912
peroxisome proliferator-activated receptor,1,367.8641
deprivation therapy,0,367.7074
ir,1,367.3043
indices,1,367.2966
c57bl,1,367.1836
uterine cancer,1,367.164
health and nutrition,0,366.5054
cancer cell proliferation,0,366.3222
levels of adiponectin,0,366.3222
urinary tract,1,366.2047
hazards regression,0,365.8919
pcr,1,365.8418
comorbid conditions,1,365.7054
key role,0,365.4606
users,1,365.2549
hrt,1,365.1492
older adults,0,365.1392
setting,1,365.0876
carcinomas,1,364.6967
index 30 kg m,0,364.6037
oxygen species,0,364.5044
mortality rate,1,364.3174
concern,1,364.1926
agonists,1,364.1591
0 kg m,0,364.0627
health-related quality of life,0,363.8487
cancer institute,0,363.641
significant risk factor,0,363.5115
incident cases,0,362.5466
applications,1,362.1984
network,1,362.1984
line,1,362.1165
fitness,1,361.7057
regard,0,361.6768
effect of body mass,0,361.4967
pre,1,361.4959
overweight or obesity,0,361.3677
dna damage,1,361.2965
index 30 kg,0,360.982
steatohepatitis,1,360.4935
databases,1,360.4215
progress,1,360.4215
bmi categories,0,359.943
adjusted odds,0,359.6749
patients with a bmi,0,359.6584
effect of body,0,359.4132
lifetime,0,359.2014
calorie,1,359.1413
inflammatory diseases,0,359.0774
post-menopausal women,0,359.074
animal,1,359.0679
risk factor surveillance system,0,358.8377
higher body mass,0,358.456
weight reduction,1,358.2784
stage i,1,358.222
follow-up period,0,358.1892
igf,1,358.0908
surveys,1,358.0313
all-cause,0,357.9303
developed countries,1,357.4632
retrospective study,1,357.4572
roux-en-y gastric bypass,1,357.443
recruitment,1,357.4231
aspirin,1,357.3157
feeding,1,357.135
vascular endothelial growth factor,1,356.4605
oxygen,1,356.4186
regression model,0,356.0143
ligands,1,356.0089
c-peptide,1,356.0047
hispanics,1,355.9049
malmö diet and cancer,0,355.8287
clinical studies,1,355.7581
retrospective cohort,0,355.6355
prospective cohort studies,0,355.4074
indicators,1,355.3941
cancer-specific mortality,0,355.3072
illness,1,355.2103
type 1,1,354.9272
multivariate analyses,1,354.903
anti-obesity,0,354.2505
income,1,354.2021
overweight and obese patients,0,354.1149
t2d,1,354.049
cyclin d1,1,353.8641
adiponectin and leptin,0,353.7019
world health,1,353.2091
prophylaxis,1,353.158
chronic diseases such,0,352.971
classification,1,352.5789
pathophysiology,1,352.5183
chd,1,352.4113
current study,0,352.3425
new zealand,1,352.2144
tool,1,352.1707
study population,1,351.9981
lepr,1,351.921
cancer prognosis,1,351.5184
childhood obesity,1,351.3938
risk behaviors,1,350.9236
significant increase,0,350.8983
age groups,1,350.7186
igf-1,1,350.3726
her2,1,350.0928
bone mineral density,1,350.0603
higher prevalence,0,349.7499
metabolic abnormalities,0,349.6589
women's health initiative,1,349.6361
future research,0,349.4819
account,1,349.3386
independent predictor,0,349.1452
gastric cardia,1,348.92
numbers,1,348.9143
fact,1,348.8842
wide range,0,348.7837
ncds,0,348.7202
american cancer society,1,348.4064
tools,0,348.4042
application,1,348.2679
bacteria,1,348.1526
sleep apnea,1,348.1385
men with prostate,0,348.0088
polyunsaturated fatty acids,1,347.7743
african,1,346.9015
major risk factors,0,346.8783
ultrasound,1,346.8119
patients with type 2,0,346.7933
breast cancer screening,1,346.5509
central nervous system,1,346.4098
regulator,1,346.3955
metabolic risk,0,346.2542
advanced stage,0,345.828
hyperlipidemia,1,345.8145
challenge,1,345.7493
tyrosine,1,345.5992
risk of cardiovascular disease,0,345.5483
physiology,1,345.5158
background,1,345.4814
cancer growth,0,345.3982
energy metabolism,1,345.3369
questions,0,345.0179
biochemical recurrence,1,344.9903
finding,1,344.3226
risk factors for cancer,0,344.3119
artery,1,344.048
decline,0,344.0107
health risk,0,343.9747
linoleic acid,1,343.9747
term,1,343.7613
healthy lifestyle,0,343.6372
triple-negative breast cancer,1,343.4844
obesity and metabolic syndrome,0,343.0488
synthase,1,342.9691
body fatness,0,342.9277
training,1,342.7717
development of breast cancer,0,342.5269
risk factors for the development,0,342.4856
significant associations,0,342.4308
patients with obesity,0,342.3874
review of the literature,0,342.3483
autophagy,1,342.1924
plant,1,341.707
fatigue,1,340.6331
neurodegenerative diseases,1,340.6017
peptides,1,340.4289
aggressive prostate,0,340.2972
expectancy,1,340.0211
localized prostate cancer,0,340.0195
agent,1,339.8824
important risk factor,0,339.8567
multivariable logistic regression,0,339.8567
african-american women,0,339.5581
helicobacter pylori,1,339.3748
high-density lipoprotein,1,339.3748
obesity paradox,0,338.6442
hcv,1,338.3916
interview,1,338.0949
waist-hip ratio,1,338.0518
water,1,337.9516
origin,1,337.625
adjusted odds ratio,0,337.4121
rapamycin,1,337.3419
risk reduction,1,336.7644
diet quality,0,336.6873
bias,1,336.651
normal weight patients,0,336.5089
location,1,336.2287
woman,1,335.9736
diagnosis and treatment,0,335.8134
incidence of cancer,0,335.8134
phenotypes,1,335.7012
links,0,335.6424
triglyceride,1,335.4264
transcription factor,1,335.3885
overexpression,1,335.2974
advanced disease,0,334.9723
cancer research,1,334.9598
factors for endometrial cancer,0,334.8568
tomography,1,334.6995
blood samples,1,334.6813
questionnaires,1,334.6558
surgeons,1,334.5115
transition,1,333.9908
breast cancer recurrence,0,333.6134
cancer cachexia,1,333.5829
variations,1,333.4294
nucleotide polymorphisms,0,333.1041
candidate,0,332.8721
oil,1,332.8539
colectomy,1,332.7334
adipocyte differentiation,1,332.295
development of breast,0,332.2585
current knowledge,0,332.0736
delivery,1,331.9658
therapeutic targets,0,331.6226
average,1,331.4162
hernia,1,331.2754
goal,1,330.9579
psa levels,0,330.8112
behavioral risk factor,0,330.7094
risk factor surveillance,0,330.7094
health organization,1,330.6688
health effects,0,330.5414
prostate cancer cells,0,330.3046
higher body,0,330.148
tumor stage,1,330.148
patients with colorectal cancer,0,330.131
egcg,1,330.1299
fruit and vegetables,0,330.0706
project,1,330.0615
psa level,0,329.9043
transplantation,1,329.7905
amp-activated protein,0,329.7114
β,0,329.6925
respect,1,329.626
laboratory,1,329.3122
waist-to-hip,0,329.2127
means,1,329.109
ros,1,329.0566
dose-response,0,328.5254
malnutrition,1,328.4063
univariate analysis,1,328.2729
south,1,328.2611
risk of postmenopausal breast,0,328.2096
medline,1,327.8391
patients with type,0,327.6607
premenopausal breast,0,327.6013
amino,0,327.585
controlled trials,0,327.5173
ht,1,327.4406
health insurance,1,327.0897
patients with prostate cancer,0,327.0789
recent advances,0,326.8376
systolic blood pressure,1,326.7229
lymphoblastic leukemia,1,326.5931
protein expression,1,326.1541
aging,1,326.1322
deep vein thrombosis,1,325.9264
participation,1,325.856
male breast cancer,1,325.645
multiple myeloma,1,325.1954
aromatase expression,0,325.0326
selection,0,324.4853
mouse models,0,324.3821
hdl,1,324.2611
lymph node metastasis,1,324.235
epidemiological evidence,0,324.2091
breast cancer survival,0,324.1681
25 kg m2,0,324.0816
35 kg m,0,324.0816
policy,1,323.9638
cervical cancer screening,1,323.8116
triple-negative breast,0,323.7292
de novo,1,323.6666
chemical,1,323.6226
hiv,1,323.2758
mechanisms of action,0,323.1555
shbg,1,322.9977
vitamin d deficiency,1,322.9954
nurses'health study,0,322.983
shift,1,322.8756
impairment,1,322.5863
early diagnosis,1,322.5848
population-based study,0,322.5848
insurance,1,322.4038
survival rate,1,321.9685
stem cell,1,321.7891
tumor microenvironment,1,321.7891
metabolic risk factors,1,321.7563
biochemical failure,0,321.3084
neck,1,321.2157
tumor cell,1,321.1633
investigations,1,321.0957
fruit and vegetable consumption,0,321.0174
risk assessment,1,320.8562
surgical treatment,1,320.8562
factors for the development,0,320.7792
younger age,0,320.694
pten,1,320.5068
expression of leptin,0,320.2739
organs,1,320.154
cardia,1,319.9523
nutrition examination survey,0,319.9523
early life,0,319.8771
levels of leptin,0,319.536
risk factor for colorectal cancer,0,319.1559
medications,1,319.03
white,1,318.3227
serum leptin levels,0,318.2991
colorectal cancer patients,0,318.0969
likelihood,1,317.9288
vascular endothelial growth,0,317.9205
lifestyle risk factors,0,317.4225
clinical stage,1,317.4131
ed,1,317.3659
cell types,1,317.2824
non-hispanic white,0,317.2589
e,1,317.102
be,1,316.9625
median,1,316.4601
rna,1,316.2822
breast cancer progression,0,315.9247
healthy controls,0,315.8424
obesity and risk,0,315.8188
levels of insulin,0,315.3153
anticancer,0,315.3111
perspective,0,314.9659
high-density lipoprotein cholesterol,0,314.8369
tumor characteristics,0,314.8014
women with pcos,0,314.7001
health risks,0,314.6383
obesity and colorectal cancer,0,314.5592
cox proportional hazard models,0,314.2884
3 months,1,313.9808
lowest quartile,0,313.9808
signal transduction,1,313.8707
genotypes,1,313.752
blacks,1,313.6673
domain,1,313.4824
endometrial cancer survivors,0,313.3986
established risk factor,0,313.1555
clear cell,1,313.0794
venous thrombosis,1,313.0556
contraceptives,1,312.9947
feasibility,0,312.9947
glucose intolerance,1,312.9594
low levels,0,312.7098
obesity as a risk factor,0,312.6726
prostate cancer mortality,0,312.5762
counseling,1,312.5576
